customer_id,age,gender,employment_type,monthly_income,loan_amount,transaction_count,avg_monthly_spend,savings_ratio,mobile_recharge_freq,missed_payments,income_to_loan_ratio,spend_to_income_ratio,credit_risk,risk_category,loan_eligibility,credit_score
CUST000435,34,Female,Salaried,140475,29220,202,82008,0.55,4,1,4.81,0.58,0,Low Risk,Eligible,750
CUST000436,48,Male,Self-Employed,18839,589819,286,32098,0.18,7,0,0.03,1.7,1,Low Risk,Not Eligible,616
CUST000437,25,Female,Salaried,148302,377146,5,64561,0.44,5,0,0.39,0.44,0,Low Risk,Not Eligible,788
CUST000438,50,Female,Unemployed,59977,512409,215,5196,0.19,12,3,0.12,0.09,1,High Risk,Not Eligible,438
CUST000439,25,Female,Salaried,121050,14387,267,14091,0.69,2,3,8.41,0.12,1,High Risk,Not Eligible,538
CUST000440,32,Male,Salaried,33651,250752,216,83576,0.67,7,5,0.13,2.48,1,High Risk,Not Eligible,414
CUST000441,36,Male,Salaried,105919,556872,91,68254,0.41,3,5,0.19,0.64,1,High Risk,Not Eligible,362
CUST000442,46,Male,Salaried,47963,574071,157,52262,0.5,11,0,0.08,1.09,1,Low Risk,Not Eligible,680
CUST000443,46,Male,Self-Employed,125776,255139,191,9023,0.57,1,0,0.49,0.07,0,Low Risk,Eligible,814
CUST000444,41,Female,Unemployed,87198,505228,65,23543,0.51,9,2,0.17,0.27,1,Medium Risk,Eligible with Conditions,562
CUST000445,59,Female,Student,138697,251509,289,63029,0.5,5,3,0.55,0.45,1,High Risk,Not Eligible,500
CUST000446,56,Male,Salaried,71294,18580,99,96913,0.67,10,1,3.84,1.36,0,Low Risk,Eligible,774
CUST000447,53,Female,Salaried,9789,547528,278,45337,0.43,1,6,0.02,4.63,1,High Risk,Not Eligible,306
CUST000448,50,Female,Student,97297,350590,45,43409,0.46,11,6,0.28,0.45,1,High Risk,Not Eligible,312
CUST000449,57,Male,Unemployed,126341,473968,151,73540,0.6,1,6,0.27,0.58,1,High Risk,Not Eligible,340
CUST000450,43,Female,Self-Employed,52135,488663,250,12963,0.48,1,3,0.11,0.25,1,High Risk,Not Eligible,496
CUST000451,30,Male,Self-Employed,45067,433082,136,16796,0.52,12,3,0.1,0.37,1,High Risk,Not Eligible,504
CUST000452,25,Female,Salaried,25357,218165,127,43972,0.19,9,0,0.12,1.73,1,Low Risk,Not Eligible,618
CUST000453,56,Male,Student,46262,410427,147,75613,0.28,13,6,0.11,1.63,1,High Risk,Not Eligible,300
CUST000454,54,Female,Self-Employed,66643,457201,186,98384,0.13,8,0,0.15,1.48,1,Low Risk,Not Eligible,606
CUST000455,51,Female,Salaried,99270,169340,196,81062,0.37,11,3,0.59,0.82,1,High Risk,Not Eligible,474
CUST000456,30,Male,Salaried,146761,309960,211,6261,0.34,13,4,0.47,0.04,1,High Risk,Not Eligible,408
CUST000457,39,Male,Student,77103,94460,235,20046,0.7,13,4,0.82,0.26,1,High Risk,Not Eligible,480
CUST000458,52,Male,Salaried,94268,311256,26,16397,0.44,6,5,0.3,0.17,1,High Risk,Not Eligible,368
CUST000459,21,Male,Salaried,94310,56048,84,63436,0.56,10,3,1.68,0.67,1,High Risk,Not Eligible,512
CUST000460,25,Female,Self-Employed,45412,137850,134,93805,0.25,6,6,0.33,2.07,1,High Risk,Not Eligible,300
CUST000461,24,Female,Salaried,55734,483193,296,28757,0.59,6,4,0.12,0.52,1,High Risk,Not Eligible,458
CUST000462,36,Male,Salaried,95793,311932,280,18299,0.44,4,5,0.31,0.19,1,High Risk,Not Eligible,368
CUST000463,44,Female,Student,30228,271891,59,4902,0.5,5,5,0.11,0.16,1,High Risk,Not Eligible,380
CUST000464,36,Male,Student,128627,529333,70,45399,0.23,10,3,0.24,0.35,1,High Risk,Not Eligible,446
CUST000465,22,Male,Student,85924,537046,231,51330,0.4,3,5,0.16,0.6,1,High Risk,Not Eligible,360
CUST000466,48,Female,Student,19319,145926,30,49308,0.45,3,0,0.13,2.55,1,Low Risk,Not Eligible,670
CUST000467,52,Female,Self-Employed,14475,188148,257,6846,0.42,10,0,0.08,0.47,1,Low Risk,Not Eligible,664
CUST000468,47,Male,Student,37545,170368,201,15359,0.64,7,0,0.22,0.41,1,Low Risk,Not Eligible,708
CUST000469,40,Male,Salaried,104636,499496,134,52376,0.63,5,1,0.21,0.5,1,Medium Risk,Eligible with Conditions,646
CUST000470,44,Male,Self-Employed,38615,24455,247,71056,0.68,8,0,1.58,1.84,0,Low Risk,Eligible,836
CUST000471,32,Female,Unemployed,21746,470139,216,43832,0.48,5,6,0.05,2.02,1,High Risk,Not Eligible,316
CUST000472,55,Female,Salaried,9245,236897,194,23098,0.68,12,0,0.04,2.5,1,Low Risk,Not Eligible,716
CUST000473,53,Female,Salaried,125408,437509,294,52962,0.59,4,3,0.29,0.42,1,High Risk,Not Eligible,518
CUST000474,53,Female,Self-Employed,120143,497646,230,91672,0.21,14,4,0.24,0.76,1,High Risk,Not Eligible,382
CUST000475,63,Male,Salaried,35632,387605,250,38885,0.32,3,6,0.09,1.09,1,High Risk,Not Eligible,300
CUST000476,57,Male,Salaried,20856,569772,60,99256,0.19,12,4,0.04,4.76,1,High Risk,Not Eligible,378
CUST000477,32,Male,Student,76049,348782,59,24157,0.03,2,0,0.22,0.32,1,Low Risk,Not Eligible,586
CUST000478,23,Male,Unemployed,66182,173332,280,51372,0.16,3,0,0.38,0.78,0,Low Risk,Not Eligible,732
CUST000479,21,Male,Salaried,141873,105647,157,22674,0.03,7,0,1.34,0.16,1,Low Risk,Eligible,586
CUST000480,53,Male,Salaried,63654,594930,57,35357,0.51,8,5,0.11,0.56,1,High Risk,Not Eligible,382
CUST000481,60,Female,Salaried,63381,133824,115,15578,0.32,5,3,0.47,0.25,1,High Risk,Not Eligible,464
CUST000482,30,Female,Student,66601,272724,208,5251,0.24,11,3,0.24,0.08,1,High Risk,Not Eligible,448
CUST000483,63,Male,Self-Employed,8364,272544,116,82049,0.54,1,3,0.03,9.81,1,High Risk,Not Eligible,508
CUST000484,64,Male,Salaried,15436,132319,262,40429,0.59,3,4,0.12,2.62,1,High Risk,Not Eligible,458
CUST000485,49,Female,Self-Employed,94713,517193,20,95641,0.68,4,6,0.18,1.01,1,High Risk,Not Eligible,356
CUST000486,33,Female,Salaried,68194,484389,170,49871,0.46,10,6,0.14,0.73,1,High Risk,Not Eligible,312
CUST000487,32,Female,Self-Employed,32544,111960,284,89526,0.34,13,1,0.29,2.75,1,Medium Risk,Eligible with Conditions,588
CUST000488,51,Female,Student,71295,44015,162,28499,0.23,13,4,1.62,0.4,1,High Risk,Not Eligible,386
CUST000489,22,Male,Self-Employed,77409,338857,253,9421,0.18,12,3,0.23,0.12,1,High Risk,Not Eligible,436
CUST000490,55,Male,Self-Employed,134839,150109,185,55204,0.17,4,2,0.9,0.41,0,Medium Risk,Eligible with Conditions,614
CUST000491,43,Male,Salaried,121759,482508,195,27591,0.3,12,1,0.25,0.23,1,Medium Risk,Eligible with Conditions,580
CUST000492,37,Male,Self-Employed,25157,93754,143,63940,0.69,1,0,0.27,2.54,1,Low Risk,Not Eligible,718
CUST000493,46,Male,Self-Employed,73888,226775,82,95515,0.03,10,5,0.33,1.29,1,High Risk,Not Eligible,300
CUST000494,28,Female,Salaried,72947,310292,54,89371,0.16,9,4,0.24,1.23,1,High Risk,Not Eligible,372
CUST000495,49,Male,Self-Employed,78880,61879,89,15202,0.16,12,5,1.27,0.19,1,High Risk,Not Eligible,312
CUST000496,46,Female,Salaried,12507,124894,187,94202,0.51,10,1,0.1,7.53,1,Medium Risk,Eligible with Conditions,622
CUST000497,30,Male,Student,111134,595127,187,22290,0.27,4,6,0.19,0.2,1,High Risk,Not Eligible,300
CUST000498,46,Male,Salaried,51988,34756,8,21130,0.34,2,2,1.5,0.41,0,Medium Risk,Eligible with Conditions,648
CUST000499,54,Male,Unemployed,106421,185557,115,40077,0.13,13,1,0.57,0.38,1,Medium Risk,Eligible with Conditions,546
CUST000500,61,Male,Salaried,110591,234303,255,22396,0.3,9,4,0.47,0.2,1,High Risk,Not Eligible,400
CUST000501,27,Male,Self-Employed,137614,409241,137,63848,0.1,14,3,0.34,0.46,1,High Risk,Not Eligible,420
CUST000502,24,Female,Self-Employed,35213,496599,104,86488,0.39,4,0,0.07,2.46,1,Low Risk,Not Eligible,658
CUST000503,31,Female,Self-Employed,65450,500283,176,63530,0.1,4,3,0.13,0.97,1,High Risk,Not Eligible,420
CUST000504,49,Female,Salaried,143549,153188,291,67274,0.56,11,3,0.94,0.47,1,High Risk,Not Eligible,512
CUST000505,56,Male,Self-Employed,70222,566032,123,30122,0.41,6,4,0.12,0.43,1,High Risk,Not Eligible,422
CUST000506,45,Male,Self-Employed,145605,129697,179,32381,0.52,8,3,1.12,0.22,1,High Risk,Not Eligible,504
CUST000507,41,Female,Salaried,20755,485795,34,48435,0.31,5,3,0.04,2.33,1,High Risk,Not Eligible,462
CUST000508,56,Male,Salaried,139937,400340,59,26267,0.29,12,4,0.35,0.19,1,High Risk,Not Eligible,398
CUST000509,30,Male,Self-Employed,41371,241028,200,64978,0.1,8,4,0.17,1.57,1,High Risk,Not Eligible,360
CUST000510,57,Female,Self-Employed,143090,12176,45,10088,0.38,1,2,11.75,0.07,0,Medium Risk,Eligible with Conditions,656
CUST000511,29,Male,Salaried,13192,463034,177,15822,0.37,13,3,0.03,1.2,1,High Risk,Not Eligible,474
CUST000512,44,Female,Salaried,10015,518611,223,53216,0.34,4,1,0.02,5.31,1,Medium Risk,Eligible with Conditions,588
CUST000513,55,Male,Salaried,116154,154748,212,39589,0.53,1,6,0.75,0.34,1,High Risk,Not Eligible,326
CUST000514,55,Female,Self-Employed,36343,50177,162,68262,0.59,3,0,0.72,1.88,0,Low Risk,Eligible,818
CUST000515,56,Male,Self-Employed,77306,488512,232,60911,0.53,11,5,0.16,0.79,1,High Risk,Not Eligible,386
CUST000516,38,Male,Student,13829,115623,89,4436,0.13,7,0,0.12,0.32,1,Low Risk,Not Eligible,606
CUST000517,59,Female,Unemployed,42381,530285,177,64854,0.45,1,4,0.08,1.53,1,High Risk,Not Eligible,430
CUST000518,52,Male,Self-Employed,119451,457546,249,64888,0.08,5,5,0.26,0.54,1,High Risk,Not Eligible,300
CUST000519,44,Male,Salaried,26263,501184,177,30281,0.5,1,4,0.05,1.15,1,High Risk,Not Eligible,440
CUST000520,43,Female,Salaried,66418,252439,216,91017,0.29,6,6,0.26,1.37,1,High Risk,Not Eligible,300
CUST000521,52,Male,Salaried,8148,100287,88,99005,0.12,9,6,0.08,12.15,1,High Risk,Not Eligible,300
CUST000522,57,Female,Unemployed,140826,124574,177,87403,0.61,3,2,1.13,0.62,0,Medium Risk,Eligible with Conditions,702
CUST000523,32,Male,Self-Employed,34745,126509,187,56952,0.44,11,3,0.27,1.64,1,High Risk,Not Eligible,488
CUST000524,33,Male,Salaried,80914,352591,137,25766,0.27,11,4,0.23,0.32,1,High Risk,Not Eligible,394
CUST000525,43,Male,Salaried,68653,454181,292,98273,0.05,14,6,0.15,1.43,1,High Risk,Not Eligible,300
CUST000526,45,Male,Self-Employed,86315,348288,266,24213,0.39,12,4,0.25,0.28,1,High Risk,Not Eligible,418
CUST000527,55,Female,Self-Employed,39075,197589,286,96891,0.65,6,0,0.2,2.48,1,Low Risk,Not Eligible,710
CUST000528,61,Male,Salaried,17795,361459,297,65239,0.43,4,3,0.05,3.67,1,High Risk,Not Eligible,486
CUST000529,50,Female,Unemployed,72555,493720,273,25537,0.68,6,2,0.15,0.35,1,Medium Risk,Eligible with Conditions,596
CUST000530,37,Male,Self-Employed,111107,9090,201,5794,0.12,2,6,12.22,0.05,1,High Risk,Not Eligible,300
CUST000531,40,Male,Salaried,59529,423161,29,62204,0.41,4,4,0.14,1.04,1,High Risk,Not Eligible,422
CUST000532,45,Male,Student,19009,8743,145,35324,0.56,13,4,2.17,1.86,1,High Risk,Not Eligible,452
CUST000533,42,Male,Salaried,37381,35924,227,59764,0.38,13,4,1.04,1.6,1,High Risk,Not Eligible,416
CUST000534,33,Female,Unemployed,135769,146268,24,33858,0.09,7,0,0.93,0.25,1,Low Risk,Eligible,598
CUST000535,39,Female,Unemployed,72610,336004,251,45850,0.42,11,6,0.22,0.63,1,High Risk,Not Eligible,304
CUST000536,56,Female,Self-Employed,76122,234602,205,16018,0.44,6,4,0.32,0.21,1,High Risk,Not Eligible,428
CUST000537,32,Female,Self-Employed,76184,347543,119,86017,0.52,9,4,0.22,1.13,1,High Risk,Not Eligible,444
CUST000538,61,Male,Salaried,95228,513928,193,53790,0.54,11,0,0.19,0.56,1,Low Risk,Not Eligible,688
CUST000539,39,Female,Unemployed,80943,108976,30,84120,0.55,7,4,0.74,1.04,1,High Risk,Not Eligible,450
CUST000540,32,Female,Self-Employed,88770,160183,58,12850,0.47,1,3,0.55,0.14,1,High Risk,Not Eligible,494
CUST000541,29,Male,Self-Employed,60726,262443,174,94237,0.17,6,3,0.23,1.55,1,High Risk,Not Eligible,434
CUST000542,27,Male,Unemployed,55780,66600,15,48975,0.3,11,0,0.84,0.88,0,Low Risk,Eligible,760
CUST000543,48,Male,Unemployed,50503,579310,31,68510,0.55,3,3,0.09,1.36,1,High Risk,Not Eligible,510
CUST000544,34,Male,Student,65893,128323,87,68696,0.67,8,5,0.51,1.04,1,High Risk,Not Eligible,414
CUST000545,51,Female,Salaried,69358,191110,294,28832,0.08,13,5,0.36,0.42,1,High Risk,Not Eligible,300
CUST000546,39,Female,Unemployed,88857,275041,42,99746,0.39,1,5,0.32,1.12,1,High Risk,Not Eligible,358
CUST000547,36,Male,Self-Employed,128457,593829,91,90826,0.24,10,2,0.22,0.71,1,Medium Risk,Eligible with Conditions,508
CUST000548,25,Male,Unemployed,125928,111968,160,97977,0.18,2,4,1.12,0.78,1,High Risk,Not Eligible,376
CUST000549,55,Male,Self-Employed,66706,544180,290,27886,0.37,3,2,0.12,0.42,1,Medium Risk,Eligible with Conditions,534
CUST000550,32,Female,Salaried,148548,29815,190,11418,0.44,14,3,4.98,0.08,1,High Risk,Not Eligible,488
CUST000551,45,Female,Salaried,90806,431573,186,10081,0.04,3,0,0.21,0.11,1,Low Risk,Not Eligible,588
CUST000552,41,Male,Self-Employed,63006,473304,147,13114,0.55,7,5,0.13,0.21,1,High Risk,Not Eligible,390
CUST000553,56,Male,Self-Employed,95238,469151,210,21722,0.58,13,0,0.2,0.23,1,Low Risk,Not Eligible,696
CUST000554,43,Female,Salaried,53798,195732,146,90508,0.68,8,2,0.27,1.68,1,Medium Risk,Eligible with Conditions,596
CUST000555,36,Male,Self-Employed,85271,201599,189,20985,0.15,9,3,0.42,0.25,1,High Risk,Not Eligible,430
CUST000556,59,Male,Salaried,38177,199451,245,8888,0.43,7,6,0.19,0.23,1,High Risk,Not Eligible,306
CUST000557,62,Female,Student,136022,361686,12,72254,0.32,8,4,0.38,0.53,1,High Risk,Not Eligible,404
CUST000558,59,Male,Self-Employed,138156,333756,76,86845,0.25,11,6,0.41,0.63,1,High Risk,Not Eligible,300
CUST000559,34,Female,Salaried,90215,143307,292,22299,0.41,6,3,0.63,0.25,1,High Risk,Not Eligible,482
CUST000560,51,Male,Salaried,51013,93757,99,59050,0.55,2,5,0.54,1.16,1,High Risk,Not Eligible,390
CUST000561,25,Male,Salaried,90600,414633,161,25036,0.05,1,3,0.22,0.28,1,High Risk,Not Eligible,410
CUST000562,55,Female,Self-Employed,104099,301753,45,88421,0.68,3,0,0.34,0.85,0,Low Risk,Not Eligible,836
CUST000563,43,Female,Salaried,61450,259200,273,32346,0.57,9,1,0.24,0.53,1,Medium Risk,Eligible with Conditions,634
CUST000564,49,Male,Salaried,130640,552933,159,29691,0.53,13,5,0.24,0.23,1,High Risk,Not Eligible,386
CUST000565,63,Female,Unemployed,100403,461089,279,20986,0.54,7,6,0.22,0.21,1,High Risk,Not Eligible,328
CUST000566,31,Male,Student,107290,329377,158,30846,0.29,2,4,0.33,0.29,1,High Risk,Not Eligible,398
CUST000567,38,Male,Self-Employed,139832,378587,57,52665,0.53,14,5,0.37,0.38,1,High Risk,Not Eligible,386
CUST000568,32,Female,Unemployed,32142,159473,183,44401,0.29,1,5,0.2,1.38,1,High Risk,Not Eligible,338
CUST000569,29,Male,Salaried,118189,472667,244,76728,0.63,2,4,0.25,0.65,1,High Risk,Not Eligible,466
CUST000570,30,Male,Self-Employed,115532,477650,141,53054,0.15,3,6,0.24,0.46,1,High Risk,Not Eligible,300
CUST000571,64,Female,Self-Employed,139436,465665,259,41487,0.23,14,5,0.3,0.3,1,High Risk,Not Eligible,326
CUST000572,37,Female,Self-Employed,64921,369745,228,12412,0.4,6,0,0.18,0.19,1,Low Risk,Not Eligible,660
CUST000573,58,Male,Salaried,27797,490820,184,84499,0.24,12,3,0.06,3.04,1,High Risk,Not Eligible,448
CUST000574,27,Female,Self-Employed,40535,400158,186,54473,0.31,9,0,0.1,1.34,1,Low Risk,Not Eligible,642
CUST000575,33,Female,Salaried,54300,586330,263,69553,0.36,8,3,0.09,1.28,1,High Risk,Not Eligible,472
CUST000576,60,Female,Self-Employed,55176,201945,247,8279,0.6,10,1,0.27,0.15,1,Medium Risk,Eligible with Conditions,640
CUST000577,62,Female,Salaried,24105,576312,100,78948,0.38,9,5,0.04,3.28,1,High Risk,Not Eligible,356
CUST000578,29,Male,Salaried,147011,586253,201,10712,0.27,11,1,0.25,0.07,1,Medium Risk,Eligible with Conditions,574
CUST000579,47,Male,Salaried,87472,277201,18,18817,0.2,11,2,0.32,0.22,0,Medium Risk,Eligible with Conditions,620
CUST000580,22,Male,Salaried,86097,397613,124,56832,0.3,8,6,0.22,0.66,1,High Risk,Not Eligible,300
CUST000581,25,Female,Self-Employed,149519,549283,273,96616,0.38,7,3,0.27,0.65,1,High Risk,Not Eligible,476
CUST000582,49,Female,Salaried,104160,119587,175,59224,0.53,6,0,0.87,0.57,0,Low Risk,Eligible,806
CUST000583,57,Female,Student,54940,238076,76,9624,0.11,8,0,0.23,0.18,1,Low Risk,Not Eligible,602
CUST000584,58,Female,Salaried,93001,475897,183,32126,0.18,6,5,0.2,0.35,1,High Risk,Not Eligible,316
CUST000585,39,Female,Salaried,15928,43886,174,85115,0.28,2,0,0.36,5.34,0,Low Risk,Not Eligible,756
CUST000586,28,Female,Self-Employed,56002,356169,163,83667,0.27,13,2,0.16,1.49,1,Medium Risk,Eligible with Conditions,514
CUST000587,21,Female,Salaried,92853,494788,158,40462,0.29,9,4,0.19,0.44,1,High Risk,Not Eligible,398
CUST000588,42,Male,Self-Employed,122614,100149,86,61676,0.56,9,0,1.22,0.5,0,Low Risk,Eligible,812
CUST000589,37,Male,Self-Employed,125517,531961,61,49815,0.25,3,5,0.24,0.4,1,High Risk,Not Eligible,330
CUST000590,27,Female,Salaried,87064,28466,11,91911,0.37,9,1,3.06,1.06,0,Low Risk,Eligible,714
CUST000591,45,Female,Salaried,127694,242626,116,29093,0.45,2,6,0.53,0.23,1,High Risk,Not Eligible,310
CUST000592,24,Female,Salaried,140631,514966,52,35525,0.19,12,0,0.27,0.25,1,Low Risk,Not Eligible,618
CUST000593,56,Male,Salaried,58893,579694,84,32030,0.51,14,0,0.1,0.54,1,Low Risk,Not Eligible,682
CUST000594,26,Male,Salaried,23167,401904,37,47067,0.4,3,0,0.06,2.03,1,Low Risk,Not Eligible,660
CUST000595,51,Female,Salaried,46598,598572,119,8207,0.33,14,5,0.08,0.18,1,High Risk,Not Eligible,346
CUST000596,39,Female,Salaried,146595,542953,7,79433,0.57,6,6,0.27,0.54,1,High Risk,Not Eligible,334
CUST000597,64,Male,Self-Employed,57777,549929,8,29639,0.19,14,4,0.11,0.51,1,High Risk,Not Eligible,378
CUST000598,59,Male,Self-Employed,124378,430716,264,5792,0.62,4,0,0.29,0.05,1,Low Risk,Not Eligible,704
CUST000599,47,Male,Self-Employed,89060,565085,46,3420,0.41,8,4,0.16,0.04,1,High Risk,Not Eligible,422
CUST000600,30,Male,Salaried,21285,313094,13,97760,0.44,1,4,0.07,4.59,1,High Risk,Not Eligible,428
CUST000601,46,Female,Salaried,130970,237275,149,22198,0.62,13,6,0.55,0.17,1,High Risk,Not Eligible,344
CUST000602,39,Male,Student,30694,407854,101,38608,0.58,6,6,0.08,1.26,1,High Risk,Not Eligible,336
CUST000603,59,Male,Self-Employed,143374,186136,280,49205,0.43,2,2,0.77,0.34,0,Medium Risk,Eligible with Conditions,666
CUST000604,23,Female,Student,12611,173082,146,85951,0.53,6,1,0.07,6.82,1,Medium Risk,Eligible with Conditions,626
CUST000605,33,Male,Salaried,17372,258301,282,20875,0.32,14,0,0.07,1.2,1,Low Risk,Not Eligible,644
CUST000606,48,Male,Self-Employed,88618,547383,31,73511,0.4,1,0,0.16,0.83,1,Low Risk,Not Eligible,660
CUST000607,40,Male,Self-Employed,120945,128554,47,94997,0.07,2,0,0.94,0.79,1,Low Risk,Eligible,594
CUST000608,48,Female,Salaried,116397,399655,135,24331,0.09,9,4,0.29,0.21,1,High Risk,Not Eligible,358
CUST000609,28,Male,Self-Employed,104213,483766,220,19893,0.59,6,6,0.22,0.19,1,High Risk,Not Eligible,338
CUST000610,61,Female,Self-Employed,28874,227310,98,67913,0.07,8,3,0.13,2.35,1,High Risk,Not Eligible,414
CUST000611,59,Female,Salaried,140669,504344,12,21243,0.14,7,1,0.28,0.15,1,Medium Risk,Eligible with Conditions,548
CUST000612,21,Male,Salaried,19600,582564,90,18535,0.56,9,5,0.03,0.95,1,High Risk,Not Eligible,392
CUST000613,23,Male,Self-Employed,142819,448333,142,66203,0.03,9,0,0.32,0.46,1,Low Risk,Not Eligible,586
CUST000614,33,Male,Unemployed,87415,445187,250,73597,0.22,11,3,0.2,0.84,1,High Risk,Not Eligible,444
CUST000615,48,Male,Salaried,102348,274072,25,70394,0.42,4,3,0.37,0.69,1,High Risk,Not Eligible,484
CUST000616,45,Female,Salaried,113736,210719,269,28489,0.43,7,6,0.54,0.25,1,High Risk,Not Eligible,306
CUST000617,53,Male,Salaried,32714,121196,152,82214,0.55,5,3,0.27,2.51,1,High Risk,Not Eligible,510
CUST000618,58,Male,Self-Employed,143797,14404,188,87886,0.37,7,1,9.98,0.61,0,Low Risk,Eligible,714
CUST000619,26,Male,Salaried,119573,431855,231,16346,0.37,4,3,0.28,0.14,1,High Risk,Not Eligible,474
CUST000620,64,Female,Unemployed,21092,458814,296,51005,0.52,12,5,0.05,2.42,1,High Risk,Not Eligible,384
CUST000621,52,Male,Salaried,103918,556972,40,9773,0.36,10,0,0.19,0.09,1,Low Risk,Not Eligible,652
CUST000622,41,Male,Salaried,33457,597879,250,98001,0.44,11,5,0.06,2.93,1,High Risk,Not Eligible,368
CUST000623,36,Female,Self-Employed,79667,386965,77,78324,0.63,11,0,0.21,0.98,1,Low Risk,Not Eligible,706
CUST000624,41,Female,Student,98751,269826,154,35343,0.3,1,2,0.37,0.36,0,Medium Risk,Eligible with Conditions,640
CUST000625,31,Male,Self-Employed,70894,116186,5,77783,0.29,4,4,0.61,1.1,1,High Risk,Not Eligible,398
CUST000626,57,Male,Salaried,69305,551120,73,48963,0.03,13,3,0.13,0.71,1,High Risk,Not Eligible,406
CUST000627,56,Male,Unemployed,60137,546285,297,44983,0.44,10,5,0.11,0.75,1,High Risk,Not Eligible,368
CUST000628,55,Male,Salaried,8559,301784,234,38972,0.05,3,4,0.03,4.55,1,High Risk,Not Eligible,350
CUST000629,39,Male,Student,74249,475098,215,19959,0.37,9,4,0.16,0.27,1,High Risk,Not Eligible,414
CUST000630,40,Female,Salaried,45361,45491,76,92343,0.57,5,4,1.0,2.04,1,High Risk,Not Eligible,454
CUST000631,38,Female,Self-Employed,88720,68043,100,37133,0.4,4,4,1.3,0.42,1,High Risk,Not Eligible,420
CUST000632,61,Male,Self-Employed,23261,133568,88,92754,0.21,8,4,0.17,3.99,1,High Risk,Not Eligible,382
CUST000633,34,Male,Salaried,28372,381394,232,54150,0.56,5,0,0.07,1.91,1,Low Risk,Not Eligible,692
CUST000634,35,Female,Student,63355,133131,240,24734,0.21,3,1,0.48,0.39,0,Low Risk,Eligible,682
CUST000635,51,Male,Salaried,106560,50520,297,91364,0.52,2,3,2.11,0.86,1,High Risk,Not Eligible,504
CUST000636,21,Male,Salaried,8037,330063,226,20400,0.44,8,3,0.02,2.54,1,High Risk,Not Eligible,488
CUST000637,23,Male,Self-Employed,49420,593730,227,23002,0.14,12,0,0.08,0.47,1,Low Risk,Not Eligible,608
CUST000638,36,Male,Salaried,105243,157842,285,39492,0.64,2,5,0.67,0.38,1,High Risk,Not Eligible,408
CUST000639,43,Male,Self-Employed,137380,372390,225,96468,0.16,14,0,0.37,0.7,0,Low Risk,Not Eligible,732
CUST000640,31,Female,Salaried,42600,376831,220,33875,0.69,8,6,0.11,0.8,1,High Risk,Not Eligible,358
CUST000641,32,Male,Salaried,97520,527485,235,28046,0.03,5,4,0.18,0.29,1,High Risk,Not Eligible,346
CUST000642,30,Male,Salaried,13167,590765,173,26664,0.21,8,1,0.02,2.03,1,Medium Risk,Eligible with Conditions,562
CUST000643,52,Male,Salaried,8432,529532,46,27453,0.16,5,3,0.02,3.26,1,High Risk,Not Eligible,432
CUST000644,36,Female,Self-Employed,77687,455953,262,7746,0.04,1,5,0.17,0.1,1,High Risk,Not Eligible,300
CUST000645,28,Female,Self-Employed,79947,182561,200,92509,0.52,12,2,0.44,1.16,0,Medium Risk,Eligible with Conditions,684
CUST000646,58,Female,Unemployed,104324,295534,100,16217,0.49,13,0,0.35,0.16,0,Low Risk,Not Eligible,798
CUST000647,32,Female,Student,58903,539535,18,66184,0.56,11,2,0.11,1.12,1,Medium Risk,Eligible with Conditions,572
CUST000648,44,Male,Salaried,73792,205123,117,91898,0.2,14,3,0.36,1.25,1,High Risk,Not Eligible,440
CUST000649,48,Female,Salaried,41439,432894,81,44835,0.33,11,0,0.1,1.08,1,Low Risk,Not Eligible,646
CUST000650,28,Male,Salaried,59248,486018,281,12133,0.47,2,3,0.12,0.2,1,High Risk,Not Eligible,494
CUST000651,48,Male,Salaried,42743,212358,164,43533,0.32,14,0,0.2,1.02,1,Low Risk,Not Eligible,644
CUST000652,56,Female,Self-Employed,87803,521456,123,8404,0.5,6,5,0.17,0.1,1,High Risk,Not Eligible,380
CUST000653,46,Female,Salaried,83117,144148,165,36339,0.45,3,3,0.58,0.44,1,High Risk,Not Eligible,490
CUST000654,28,Female,Salaried,30076,151123,150,31725,0.11,8,6,0.2,1.05,1,High Risk,Not Eligible,300
CUST000655,48,Female,Unemployed,95483,402530,167,77332,0.55,5,2,0.24,0.81,1,Medium Risk,Eligible with Conditions,570
CUST000656,48,Female,Self-Employed,142035,557958,183,48380,0.51,3,1,0.25,0.34,1,Medium Risk,Eligible with Conditions,622
CUST000657,57,Male,Salaried,127217,498973,93,51073,0.47,12,5,0.25,0.4,1,High Risk,Not Eligible,374
CUST000658,61,Female,Salaried,112504,15236,227,63873,0.13,10,6,7.38,0.57,1,High Risk,Not Eligible,300
CUST000659,56,Female,Salaried,113649,40568,270,89900,0.21,7,5,2.8,0.79,1,High Risk,Not Eligible,322
CUST000660,47,Female,Student,134244,260745,243,44341,0.29,14,0,0.51,0.33,0,Low Risk,Eligible,758
CUST000661,37,Male,Salaried,40813,377332,38,4236,0.22,8,2,0.11,0.1,1,Medium Risk,Eligible with Conditions,504
CUST000662,29,Female,Salaried,74729,490119,171,70916,0.18,4,3,0.15,0.95,1,High Risk,Not Eligible,436
CUST000663,53,Male,Salaried,12512,283496,129,17538,0.57,13,2,0.04,1.4,1,Medium Risk,Eligible with Conditions,574
CUST000664,40,Female,Self-Employed,125907,264291,228,14971,0.46,13,5,0.48,0.12,1,High Risk,Not Eligible,372
